Song ID,Song,Original Artist,Original Year,Track ID,Artist ID,Artist Name,Cover Genre,Popularity,Cover Date
731,All By Myself (Album Version),,0,TRWWNHH128F425628A,AR8LA5Y1187B98D9E2,Eddie Fisher,"['adult standards', 'easy listening']",30,1954
731,All By Myself (Album Version),,0,TRBULYV128F9320619,ARFEZRN1187FB3E182,Stanley Turrentine,"['jazz saxophone', 'soul jazz']",39,1976
116230,Breaking The Girl,Anna Nalick,2008,TRZPZCV128F1453CAC,AR83T1H1187B99FA5F,Turin Brakes,"['britpop', 'melancholia']",36,2005
4689,Love Is Here To Stay,,0,TRIASBZ128F428D594,ARGTB581187B988D42,Clare Teal,"['audiophile vocal', 'contemporary vocal jazz']",22,2001
4689,Love Is Here To Stay,,0,TRGOPZB128F42634D8,ARXOB9P1187B99101A,Steve Tyrell,,45,2001
62158,Dress Rehearsal Rag (Remastered Album Version),Judy Collins,1966,TRCYCRI128F1471298,ARPGQ9A1187FB4D0AD,Noel Harrison,['classic uk pop'],23,1968
14669,Take The Skinheads Bowling (feat. Victor Krummenacher_ Cris Pedersen_ Jonathan Segal_ Graham Connah_ Walter Malli),,0,TRBYIZN128E0794E79,AR12UD81187B98CB39,Camper Van Beethoven,"['alternative rock', 'jangle pop']",30,2005
60051,Oblivious (song for Galaxy 500 tribute),Aztec Camera,1983,TRRCQCO128F42B2051,ARD914N1187FB56BDD,Hefner,"['indie fuzzpop', 'twee pop']",16,2001
109691,Slow Like Honey,,0,TRGMCJU128F92ECA10,ARCNW7U1187FB3B219,Jane Monheit,"['contemporary vocal jazz', 'vocal jazz']",40,2008
39117,A Kiss To Build A Dream On,,0,TRPHZVM128F930C859,AR4JY8V1187B98A62F,Ann Hampton Callaway,['contemporary vocal jazz'],34,2002
19578,Shining Star,,0,TRZYBVJ128E0782DB1,ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,['rap rock'],44,1999
1223,Jealous Guy,,0,TRUWLEA128F428C878,ARJWNUT1187B9907B5,Youssou N'Dour,"['afropop', 'mbalax', 'world']",49,2007
103288,Hell Is For Children,Pat Benatar,1980,TRIHLRK128F9358782,ARR057Y1187B9A16E7,Children Of Bodom,"['finnish death metal', 'finnish melodeath', 'groove metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'speed metal']",53,2009
103288,Hell Is For Children,,0,TRAKTZP128F427DB55,AR0TGZI1187B992539,Seven Witches,['neo-trad metal'],6,2006
1182,Machine Gun,,0,TRKSKCH128F92F3858,AR7PPJV1187FB397CC,James Taylor Quartet,"['acid jazz', 'brit funk', 'medway sound']",29,2007
23735,At The Hop,XTC,1979,TRWMTGE128F932E125,AR1F5321187B9A3EBF,Danny And The Juniors,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",38,1983
23735,At The Hop,,0,TRYHNQC12903CAC00B,ARCBVD51187FB52E1D,Sha Na Na,,42,2006
37581,Cloudy,,0,TRPWXSD128F426E950,ARVOZJQ1187FB5A2F8,The Cyrkle,"['classic garage rock', 'sunshine pop']",32,1991
75234,So Long (Originally Performed by Abba),,0,TRAWTGT128F146ECF1,ART50HO1187FB4D0ED,Abba,"['europop', 'swedish pop']",77,2022
32322,New York State Of Mind,,0,TRWRNUH128F92D1663,AR14LJF1187FB38AD6,Eric Marienthal,"['smooth jazz', 'smooth saxophone']",38,2005
32322,New York State Of Mind,,0,TRRDPUY128F1463693,ARQAHR31187FB3FDD0,Oleta Adams,,48,1993
20911,No Matter What,Badfinger,1970,TRSVLHR12903CBCBDF,ARPC1EC1187B99CEA0,Smokie,"['gospel', 'gospel r&b']",42,2001
20911,No Matter What,,0,TRKCPSP128E0793234,ARCQ0AA1187B9AE55A,Boyzone,['boy band'],55,1998
103112,Easy Money (LP Version),,0,TRKIMOT128F4233375,ARNEYLP1187FB374F6,Lowell George,"['country rock', 'roots rock', 'singer-songwriter', 'southern rock']",26,1979
88152,Catch The Sun,Doves,2000,TRDYAHD128E0798912,ARC1IHZ1187FB4E920,Jamie Cullum,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']",54,2005
18478,Beautiful World,DEVO,1981,TRWPFIX128F42733F6,ARCE0H01187B9AF741,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",68,2000
18478,Beautiful World,,0,TRGGSWV128F1458AB2,ARYML1P1187B9AF39B,Devo,"['alternative rock', 'art punk', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synth punk', 'synthpop', 'zolo']",52,2006
6031,Come Rain or Come Shine,,0,TRFJZCW128F423408E,ARC7S1F1187B98CF1D,Chris Connor,"['torch song', 'vocal jazz']",34,2005
6031,Come Rain or Come Shine,,0,TRBWXTR128F424B838,ARQ6PLP1187FB468E3,Robin McKelle,"['contemporary vocal jazz', 'jazz pop']",26,2021
6031,Come Rain or Come Shine,,0,TRZZBAC128F422B9A3,ARE0WH81187B9A7BA3,Rufus Wainwright,"['canadian pop', 'chamber pop', 'melancholia', 'piano rock', 'singer-songwriter']",52,2022
9951,Move It On Over,,0,TRCPIOF12903CAB4AF,ARDBGHU1187FB52D08,Ace Cannon,,19,2005
16986,Maniac,Michael Sembello,1983,TRKWHBP12903D01ACC,ARNYS9L1187B98F1C2,Firewind,"['greek metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",39,2008
16986,Maniac,,0,TRHFWNG128F424CD08,ARV3DTN1187FB54D20,Carnival in Coal,"['avant-garde metal', 'french metal']",6,2007
16986,Maniac,,0,TRETGSV12903CB02E6,ARWLV931187B9B0F5A,Evergreen Terrace,"['melodic metalcore', 'metalcore']",31,2000
57556,Border Lord,,0,TRGQEBB128F930F947,AROFLA71187B9B23CE,Califone,"['alternative country', 'chicago indie']",27,2003
57556,Border Lord,,0,TRZATGD128F9310B7E,ARZ2DW21187B98CA06,Stephen Bruton,['austin americana'],7,2003
32602,This Time,Brenda Lee,1964,TRUWGXJ128F9339221,ARWTWTI1187B9905BE,Troy Shondell,['doo-wop'],11,1963
32602,This Time,,0,TRMCHCY128F93364B6,AR5HOKG1187FB3873E,Shakin' Stevens,"['classic uk pop', 'rockabilly']",56,1981
12503,Danny Boy,,0,TRACDCZ128F4285AE0,AR0X3JJ1187FB3A9A7,Hank Locklin,['nashville sound'],36,1964
12503,Danny Boy,,0,TRIQRUU128F931F86F,ARTJECM1187B9930BA,Art Tatum,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'stride', 'vintage jazz']",43,1992
12503,Danny Boy,,0,TRPOIAE128F425C3D3,AR0JEOI1187B98B918,Erik Berglund,,20,2002
12503,Danny Boy,,0,TRPNDRN128F92E9D87,ARHZFG61187FB3A9F3,David Houston,['nashville sound'],32,1967
12503,Danny Boy,,0,TRRUNLW128F428E56D,AR0RD821187B9ADA65,Shane MacGowan And The Popes,"['celtic punk', 'irish folk']",29,2001
12503,Danny Boy,,0,TREJLTZ128F1498899,ARCN61O1187B9ABBE8,Aaron Neville,,51,2003
12503,Danny Boy,,0,TRFCBVS128F42922E8,ARQB7KW1187B9A6C02,Eva Cassidy,['ectofolk'],54,2002
12503,Danny Boy,,0,TRCDIVY128F424BD13,AR26X1C1187B9B0A1B,Conway Twitty,"['arkansas country', 'classic country pop', 'country', 'country rock']",56,1959
27647,Rawhide,,0,TRHICFZ12903CEC147,ARBUZFB1187FB39262,Blood On The Saddle,,4,1987
111452,Panis Angelicus,,0,TRZVFIP128F92CFE4D,ARV481W1187FB38CD9,Andrea Bocelli,"['classical tenor', 'italian tenor', 'operatic pop']",66,1994
8824,I Was Made To Love Her,Stevie Wonder,1967,TRLBCOM128E0784D4A,ARHTHC01187B9B6D2A,Michael McDonald,"['mellow gold', 'soft rock', 'yacht rock']",53,2004
54135,"Baby Elephant Walk (""Hatari"")",,0,TRSFXBK128F425EC8E,AR3B2UY1187B99B19F,Mamonas Assassinas,"['brazilian rock', 'rock nacional brasileiro']",53,1995
42090,Too Much Love,Bread,1971,TRQOTJE12903CBAC65,ARJPZSG1187FB3E985,John Holt,"['dub', 'lovers rock', 'reggae', 'rocksteady', 'roots reggae']",46,1973
35775,Reflections,Diana Ross & The Supremes,1968,TRIMYGN128E0784D56,ARHTHC01187B9B6D2A,Michael McDonald,"['mellow gold', 'soft rock', 'yacht rock']",53,2003
35775,Reflections,,0,TRSJOEM12903CD6CD6,ARR5HEZ1187FB4EF51,Evelyn Thomas,"['diva house', 'hi-nrg']",30,2006
28879,Let There Be Love,Julie London,1960,TRFFUJA128F428D857,AR5YRCN1187B98E3C8,Westlife,['boy band'],67,2004
23627,Rainy Days And Mondays,,0,TRNSTXF128F4284F70,ARGTQ221187B990917,Stan Whitmire,"['classify', 'instrumental worship', 'new age piano']",39,2000
23627,Rainy Days And Mondays,,0,TRVPFZC128F9312D86,AR10L4D1187FB43DB1,Freda Payne,['motown'],35,1973
23627,Rainy Days And Mondays,,0,TRDUVSS128E0793B3F,ARWD82K1187B98CFF2,Cracker,"['alternative rock', 'permanent wave', 'pop rock', 'post-grunge']",43,1994
28989,Evil Ways,Santana,1969,TRZTGIZ12903CEA285,ARZPDAD1187B98D940,Fattburger,['smooth jazz'],35,2001
28989,Evil Ways,,0,TRUNXNZ128F14A2DE9,AROUOZZ1187B9ABE51,Willie Bobo,"['afro-cuban percussion', 'boogaloo', 'latin jazz']",38,1997
53997,Blue Velvet,The Clovers,1956,TRKKAFN128F92D6BCD,ARNA0AZ1187B9AE478,Gene Ammons,"['jazz saxophone', 'soul jazz']",41,1994
115905,Kvinde Min,Gasolin',1975,TRJEYDX128F92F3840,ARIEFGQ1187B9B3858,Kim Larsen,"['danish pop', 'danish pop rock']",53,2007
7638,Death Letter,Son House,1992,TRKNYEY128F4266D71,ARGRDHI1187B9B93F0,James Blood Ulmer,"['avant-garde jazz', 'free improvisation', 'free jazz']",10,2003
7638,Death Letter,,0,TRATROO128F42544AB,ARZHZ8X1187B9A5C1B,Ace Moreland,['power blues-rock'],0,1996
7638,Death Letter,,0,TRAUGBG128F932B2A2,AR6V68G1187B98DCC1,Geoff And Maria Muldaur,,22,1970
15278,Sweet Leaf,Black Sabbath,1971,TRXNFHU128F934B6D6,ARWH7M01187FB3B02D,Sacred Reich,"['funk metal', 'old school thrash', 'thrash metal']",32,2007
15278,Sweet Leaf,,0,TRQOSDN128F42605E9,ARRNO111187B9B3FC9,Galactic,"['funk rock', 'jam band', 'new orleans funk']",38,2001
68367,Chewy Chewy,,0,TRRPYBS12903CB5056,ARFF0FC1187B9AFEAF,Ohio Express,"['bubblegum pop', 'classic garage rock']",36,1968
79887,Love Vigilantes (Album),New Order,1985,TRZBHTT128F9339BA1,AR4XX0N1187FB45C21,Iron & Wine,"['acoustic pop', 'chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",60,2009
29814,Psychotic Reaction,Count Five,1966,TRCASLO128F930A20D,ARVPWZP1187B98CF44,Shockabilly,,2,2009
5021,Tramp,Otis Redding,1967,TRRWBPJ128F423DF80,ARJACM31187FB3EFDF,Otis Redding & Carla Thomas,"['memphis soul', 'soul', 'southern soul']",42,1967
5021,Tramp,,0,TRZJEDS128E0791BE0,ARZZXT51187FB4627E,Julie Driscoll_ Brian Auger & The Trinity,"['hammond organ', 'jazz rock']",18,2022
64107,Stay,Bee Gees,1979,TRKCMQS128F4264CBE,AR9O7S41187B98B604,Over It,['deep pop emo'],11,2005
99472,So Alive,Love and Rockets,1989,TROFTCN128F934E573,AR94SFV1187FB4DA2C,Better Than Ezra,"['pop rock', 'post-grunge']",46,2009
99472,So Alive,,0,TRKQEQL128F92F6E8E,ARKT7Q51187FB4C2B1,Black Light Burns,"['industrial metal', 'industrial rock']",33,2008
66728,Little Things,Good Charlotte,2001,TRFQSST128F4262F04,ARS1PIB1187FB58AA6,Billy Gilman,['queer country'],28,2000
99510,Ju Ju Man (LP Version),,0,TRGUXAX128F145B81D,AR2EC591187FB4B3E4,Brinsley Schwarz,"['power pop', 'pub rock']",19,1991
39861,Ramble On,Led Zeppelin,1969,TRJBQXX128F427F692,ARKU2GK1187B98C8AB,The Jason Bonham Band,['rock drums'],18,1997
11827,The Best Is Yet To Come,Frank Sinatra,1962,TRLBEHJ128F428F46D,ARGI5FG1187B9A1A70,Matt Dusk,['contemporary vocal jazz'],38,2006
11827,The Best Is Yet To Come,,0,TRCLMHJ128F931C408,AREUZEN1187FB48155,Kitty Margolis,,1,2001
11827,The Best Is Yet To Come,,0,TRSOMKZ128F930C85C,AR4JY8V1187B98A62F,Ann Hampton Callaway,['contemporary vocal jazz'],34,2002
11827,The Best Is Yet To Come,,0,TRWOUIG128F92F9E09,ARZS76R1187FB41927,Stacey Kent,"['contemporary vocal jazz', 'vocal jazz']",56,2003
30955,Me And My Guitar,,0,TRUZNJO128F421AD6D,ARV57NY1187FB3C1DC,Tommy Castro,"['electric blues', 'modern blues', 'soul blues']",35,1996
47657,Blue Christmas,,0,TRIYYUE128F933217E,ARGJTO11187FB39AC0,Ernest Tubb,"['classic country pop', 'cowboy western', 'honky tonk', 'traditional country', 'western swing']",39,1950
47657,Blue Christmas,,0,TRWMGGO128F92EFB7B,ARQFFTK1187FB4C7E1,Robert Gordon,['rockabilly'],29,1979
47657,Blue Christmas,,0,TRUBZHL128F427E702,AR5HOKG1187FB3873E,Shakin' Stevens,"['classic uk pop', 'rockabilly']",56,1991
47657,Blue Christmas,,0,TRFSOOQ12903CBA5C8,AR358YS1187FB44A29,The Jordanaires,['country gospel'],52,2005
47657,Blue Christmas,,0,TRONHTN128F9300AC8,ARANS3K1187B9B4FEA,Dustin Kensrue,['christian uplift'],30,2008
105005,59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,1966,TRSBXIM128F14596C6,ARW5XFX1187B9AE42A,The Seekers,['british invasion'],44,1989
86749,Rock This Town,Stray Cats,1982,TRXNCVF128F92D18EF,ARVTJAP1187FB4AA75,Showaddywaddy,['glam rock'],37,2011
56239,Ill Wind,Frank Sinatra,1955,TROXSYK128F428D58F,ARGTB581187B988D42,Clare Teal,"['audiophile vocal', 'contemporary vocal jazz']",22,2001
56239,Ill Wind,,0,TRPRXLO128F4289EA6,ARCBIJY1187FB597E4,Lena Horne,"['harlem renaissance', 'torch song', 'vocal jazz']",35,2002
32263,I Understand (Just How You Feel),Dinah Washington,1961,TRKLFJT128F4255AA5,ARVNZBY1187FB48A4E,Freddie & The Dreamers,"['british invasion', 'merseybeat']",27,1997
71343,Sweet Surrender,Bread,1972,TRPWELG128F423ED9A,AREQRHG1187FB4D2B5,Dot Allison,['trip hop'],22,2000
5655,Night And Day,,0,TRHZKQL128F149008A,ARXOB9P1187B99101A,Steve Tyrell,,45,2005
5655,Night And Day,,0,TRZTDMX128F428D580,ARGTB581187B988D42,Clare Teal,"['audiophile vocal', 'contemporary vocal jazz']",22,2001
5655,Night And Day,,0,TRFPQGV128F14920E2,ARODFDS1187FB57348,Sergio Mendes,"['bossa nova', 'brazilian jazz', 'samba']",56,1967
14969,Paperback Writer (LP Version),The Beatles,1973,TROIRGZ128F1473B32,ARLG9UJ1187B9B6C67,Charles River Valley Boys,['banjo'],2,1966
14969,Paperback Writer (LP Version),,0,TRMZFGN128F9337F08,ARKAE1G1187B994A18,Gershon Kingsley,"['moog', 'synthesizer']",19,1969
113802,Four Brothers,Woody Herman & His Orchestra,1945,TRDDDWJ128F932BD49,ARJ2HED1187FB3EC23,Jimmy Giuffre,"['cool jazz', 'jazz clarinet', 'jazz saxophone']",32,1954
113802,Four Brothers,,0,TRAEKUN128E078B078,AR7NTTO1187B995A0C,Manhattan Transfer,"['a cappella', 'vocal jazz']",43,1978
4232,Stand By Your Man,Tammy Wynette,1964,TRNHGRF128F146534C,ARZO0421187FB5C01A,Bettye Swan,['southern soul'],37,2004
4232,Stand By Your Man,,0,TRCOEUY12903CD4185,AR1JD6E1187FB5696C,James Last,['easy listening'],47,1998
36402,Security (Single/LP Version),,0,TRFBMDM128F4265DBF,ARWNWCW1187FB52E6F,Susan Tedeschi,"['blues', 'blues rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']",51,2005
68895,You Are My Destiny,,0,TRXBCZW128F426B9CA,ARF9J2T1187FB37215,Bandit,,35,2006
77292,To Here Knows When,my bloody valentine,1991,TRGEHCL128F4259831,ARR1C0N1187FB372DF,My Bloody Valentine,"['alternative rock', 'dream pop', 'noise pop', 'shoegaze']",54,1991
77292,To Here Knows When,,0,TRXRWGZ128F428D5DB,ARIGNCH1187B98E530,Japancakes,"['athens indie', 'elephant 6']",23,2007
