Song ID,Song,Original Artist,Original Year,Track ID,Artist ID,Artist Name,Cover Genre,Popularity,Cover Date
22914,Take Me In Your Arms (Rock Me A Little While),,,TRMFHKO128F426E4C6,ARUIHX41187B98BE59,The Doobie Brothers,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",64,1996-07-25
4173,Come Softly To Me,['The Fleetwoods'],1993-01-01,TRYCGBR128F428256C,ARLQ1IL1187FB3C77A,Bob Welch,"['soft rock', 'yacht rock']",39,
4173,Come Softly To Me,,,TRWQUEV12903CB3AD3,AROSQW61187FB5330B,The Fleetwoods,"['doo-wop', 'rock-and-roll', 'vocal harmony group']",40,1993-01-01
4173,Come Softly To Me,,,TRSGOFX128F4267A45,AR7K9W71187B9AF065,Jane Olivor,['cabaret'],27,1976
4173,Come Softly To Me,,,TRHHBEI12903CF8A4A,ARKMSNH1187FB44DEB,Johnny Tillotson,"['doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll']",41,
15202,No Sleep Till Brooklyn,['Beastie Boys'],1986-11-15,TRBQEKU128F428C1B3,ARLHO5Z1187FB4C861,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",66,1986-11-15
15202,No Sleep Till Brooklyn,,,TRFLJNQ128F14A8388,ART93VS1187FB5828A,Belgian Asociality,"['belgian hardcore', 'belgian metal', 'belgian new wave', 'belgian rock']",19,
44901,Drugs,['The Copper Children'],2014-11-05,TRDDAQO128F428E278,ARBHH1V1187B9AD2EC,This Mortal Coil,"['dream pop', 'ethereal wave', 'melancholia', 'uk post-punk']",40,1986-09-22
44901,Drugs,,,TRDCFLD128F1473180,ARROQSO1187B9AEB80,Talking Heads,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",66,1979-08-03
52990,I Don't Want To Hear It Anymore,['Shelby Lynne'],2008,TREBUPV128F42594E7,ARA3VJJ1187FB3F5A6,Shelby Lynne,"['ectofolk', 'folk', 'lilith']",46,2008
52990,I Don't Want To Hear It Anymore,,,TRAUZER128F427C242,AR54UY91187B9A6667,P. J. Proby,"['merseybeat', 'rock-and-roll']",20,
52990,I Don't Want To Hear It Anymore,,,TRREYXV128F93095CE,ARK1VZ81187FB5867E,Melissa Manchester,"['soft rock', 'yacht rock']",38,1975
52990,I Don't Want To Hear It Anymore,,,TREJAIZ128E0791228,AREQIT21187B9AEB7F,Dusty Springfield,"['adult standards', 'british invasion', 'rock-and-roll', 'soul', 'vocal jazz']",63,
25045,Little Bitty Pretty One (LP Version),['Frankie Lymon'],1958,TRCRIAZ128F14A53BD,AR5MJOG1187FB382DF,Frankie Lymon And The Teenagers,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",30,1989-11-13
25045,Little Bitty Pretty One (LP Version),,,TRKXEGS128F145D25F,ARFJ7T21187B9B4A35,The Paramounts,['british invasion'],6,1998
25045,Little Bitty Pretty One (LP Version),,,TRLJXGF128F427D798,ARS1PIB1187FB58AA6,Billy Gilman,['queer country'],28,2000-06-14
25045,Little Bitty Pretty One (LP Version),,,TRXPVSF128F931BEED,ARRZUPG11F43A69EF7,Jackson 5,"['motown', 'soul']",65,1972-05-23
72364,I Got A Feeling,['Ricky Nelson'],1959-01-01,TRJDQCE128F14639FB,ARB5IOF1187B98B23F,Barbara Randolph,['motown'],18,2006-10-31
72364,I Got A Feeling,,,TRIOPTK128F147F22B,ARS73GR1187FB4AE00,The Four Tops,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul']",61,
80116,Hitch Hike,['Marvin Gaye'],1963-12-01,TRBKXVN128C7196AFB,ARVNNXD1187B9AE50D,Marvin Gaye,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",71,1963-09-09
80116,Hitch Hike,,,TRSGOWH128F9344DB8,ARLLRL61187B9B6698,The Sonics,"['classic garage rock', 'garage rock', 'protopunk']",40,2007-03-20
34604,Let's Call The Whole Thing Off,['Fred Astaire'],1935,TROIMFC128F1490D2D,ARJLK4N1187FB35EAF,THE INK SPOTS,"['lounge', 'vocal harmony group']",52,
34604,Let's Call The Whole Thing Off,,,TRCOKEP128F92C7091,AR8Y7O51187B99879D,Louis Armstrong - Itinéraire d'un génie,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",68,
34604,Let's Call The Whole Thing Off,,,TRNUHKV128F92E138B,AR1HEU81187FB3CCCC,Fred Astaire and Ginger Rogers,['vintage hollywood'],8,
35275,Satin Sheets,['Johnny Paycheck'],1971,TRCNYNV128F92F06DC,ARKPDFV1187B99804D,Jeanne Pruett,['classic country pop'],16,1981-01-01
35275,Satin Sheets,,,TRTJEDK128F42AC54D,ARF3GX71187FB3EB66,Martina McBride,"['contemporary country', 'country', 'country dawn', 'country road']",54,2005-10-18
9276,Roxanne,['The Police'],1978-11-02,TRTUZJC128F9338FF6,AROZ9WA1187B995DF9,Emmerson Nogueira,[],44,2001-11-15
9276,Roxanne,,,TRELBYN128F1492390,ARIPLUN1187B99B9F9,The Police,"['album rock', 'classic rock', 'permanent wave', 'rock']",74,1978-11-02
9276,Roxanne,,,TRZBOZT128F425A65E,ARP39OU1187FB4D543,Aswad,"['reggae', 'roots reggae', 'uk reggae']",40,1994
9276,Roxanne,,,TRGUKPU128F425A04A,ARAKARO1187B9A1EB6,George Michael,['new wave pop'],70,1999-12-06
9276,Roxanne,,,TRCLJGP128E079273D,ARUN2OO1187B9A7BF3,Sting,"['permanent wave', 'soft rock', 'sophisti-pop']",68,1985
5999,The Logical Song,['Supertramp'],1979-03-29,TRONECC128F423F631,AROURUF1187FB532C9,Sexton Blake,['portland indie'],9,2007-07-10
5999,The Logical Song,,,TRAGDSY128F9339015,AROZ9WA1187B995DF9,Emmerson Nogueira,[],44,2002-10-15
5999,The Logical Song,,,TRHWMGV128F92DB31D,ARCDTNQ1250940F870,Aram Quartet,['instrumental worship'],38,
5999,The Logical Song,,,TRTZNQG128F1499624,AR4HL8H1187FB493DD,Scooter,"['eurodance', 'german techno', 'hamburg electronic', 'happy hardcore']",63,2001-12-10
5999,The Logical Song,,,TRGPZLK128F4244C41,ARZ3KE21187B9AC887,At Vance,"['german metal', 'german power metal', 'metal cover', 'neo classical metal', 'power metal']",36,
5999,The Logical Song,,,TRNELUP128F1481553,ARRZ9UW1187B9AFA1D,Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",68,1979-03-29
11135,Wings Of A Dove  (LP Version),['Madness'],1984-02-20,TREQPOP12903CBD241,AR54HMH1187FB4958C,Nanci Griffith,"['ectofolk', 'folk', 'lilith', 'singer-songwriter']",40,
11135,Wings Of A Dove  (LP Version),,,TRMBXMA128F92FBC29,ARES2PA1187FB38083,Ferlin Husky,['nashville sound'],38,
28153,Pouring Water On A Drowning Man,['Lee Moses'],1984,TRLNTHS128F92F0EF5,AROCZUC1187B9AD05B,Elvis Costello & The Attractions,"['art rock', 'heartland rock', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock']",48,
28153,Pouring Water On A Drowning Man,,,TRPBXYD128F93054E8,ARTXQMG1187FB44701,James Carr,"['classic soul', 'memphis soul', 'southern soul']",37,
28153,Pouring Water On A Drowning Man,,,TRWKZAK128F1495D8B,AR3KF8P1187B997E01,Otis Clay,"['chicago soul', 'memphis soul', 'soul blues', 'southern soul']",30,
35057,Go Now,['Ozzy Osbourne'],2005-11-01,TRJBKRC128F92F81DB,AR198711187B9AD09F,Simply Red,"['british soul', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",64,2008-11-10
35057,Go Now,,,TRWSMOY128E078E684,AR00RAE1187FB41114,Lulu,[],47,1982-08-16
35057,Go Now,,,TRSXUUM128F4288C90,AR4TPZ21187FB4C5CB,David Cassidy,"['adult standards', 'bubblegum pop']",36,1974
28171,Gigi,['Louis Jourdan'],1958-08-04,TRJXZDM128F42596CA,ARHTK7K1187FB3D91C,Billy Eckstine,"['swing', 'vocal jazz']",33,1958-03-12
28171,Gigi,,,TRQTINO128F427323E,ARF6C551187FB40741,Andy Williams,"['adult standards', 'easy listening']",64,2014-07-18
26460,Lovey Dovey (LP Version),['The Clovers'],1956,TRBIREV128EF34458E,ARJACM31187FB3EFDF,Otis Redding & Carla Thomas,"['memphis soul', 'soul', 'southern soul']",42,1967-03-16
26460,Lovey Dovey (LP Version),,,TRGHPFK128F4231630,AR69FR01187FB4D250,The Clovers,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",41,1956
24222,Sweet Child O' Mine,"[""Guns N' Roses""]",1987-07-21,TREEXXZ128F422B94B,AR2C54R1187B993B4C,Sheryl Crow,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",64,1998-09-21
24222,Sweet Child O' Mine,,,TRCFOUA128E07842AC,ARM7EDF1187B9B3FA1,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",77,1987-07-21
24222,Sweet Child O' Mine,,,TRAXUYH128F4236A4A,ARGR4QF1187B99350A,Most Precious Blood,['hardcore'],20,2004-03-29
24222,Sweet Child O' Mine,,,TRJYWMK128F935A628,ARDNY8K1187FB4CC9E,Taken By Trees,['swedish synthpop'],35,
24222,Sweet Child O' Mine,,,TRIFQSR128F423EC90,AR2F1JC1187FB4EFB0,Luna,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",67,2022-05-01
4612,Sea Of Love,['Tom Waits'],2006-11-21,TRAOYLB128E0784C47,ARY1ROO1187FB4DDC5,Marty Wilde,"['brill building pop', 'merseybeat', 'rock-and-roll']",25,2013-10-22
4612,Sea Of Love,,,TRRQFCW128F92E0F59,ARROAQE1187B9909CF,Jason Donovan,"['australian dance', 'australian pop', 'europop', 'new wave pop']",43,
4612,Sea Of Love,,,TRRQGWG12903D06C3F,ARERLPG1187FB3BB39,Tom Waits;Crystal Gayle,"['folk', 'singer-songwriter']",56,
4612,Sea Of Love,,,TREAOEF128F423AAFE,AR91NIO1187FB4D732,Cat Power,"['art pop', 'indie rock', 'melancholia', 'singer-songwriter', 'slowcore']",55,
4612,Sea Of Love,,,TRYTUPL128F933D611,ARAZTVY1187B98FC27,Phil Phillips,[],30,2008-10-27
53471,On the Outside,['No Use For A Name'],1997,TRFUNRS128F9346BF4,AR51X3T1187B99417E,Tony Sly,"['acoustic rock', 'skate punk']",28,2004-05-18
53471,On the Outside,,,TRDNSDP128F93426C9,ARHJFFY1187B98BA76,No Use For A Name,"['punk', 'ska', 'skate punk']",42,1997
9516,Something You Got (LP Version),['Barbara Mason'],1965-01-01,TRFZRLC128F427D5C4,ARW2AMZ1187FB381AC,Wilson Pickett,"['classic soul', 'memphis soul', 'soul', 'southern soul']",54,1966
9516,Something You Got (LP Version),,,TRUJLOV128F423F56A,ARNIYM61187FB4F85B,Bobby Womack,"['classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']",55,1975-10-27
9516,Something You Got (LP Version),,,TRSJZUQ128F1477DFA,ARNKK421187B9A9815,Arthur Conley,['southern soul'],42,1969
9516,Something You Got (LP Version),,,TRKDPUK128F1477B98,AR3UELK1187B9A8241,Chris Kenner,"['louisiana blues', 'new orleans blues', 'new orleans soul', 'rhythm and blues']",20,2005-02-08
19243,No Values,['Black Flag'],1983,TRDDCFC128F42684BD,AR5JCN31187B98C79B,Black Velvet Flag,[],2,1995
19243,No Values,,,TRIHGGC128F425E065,ARQ76LG1187B9ACD84,Black Flag,"['alternative rock', 'california hardcore', 'hardcore punk', 'punk']",47,1983
43698,Hark! The Herald Angels Sing,['Frank Sinatra'],1957-09,TRFDBUS128F4271916,ARWENA51187B9A6A3E,Charlotte Church,['operatic pop'],35,2001-01-01
43698,Hark! The Herald Angels Sing,,,TRNSSDQ128F42BAF2F,ARZ9HDR1187B99736C,Mary Mary,"['gospel', 'gospel r&b']",50,
43698,Hark! The Herald Angels Sing,,,TRNKERK128F9300ACB,ARANS3K1187B9B4FEA,Dustin Kensrue,['christian uplift'],30,2008-11-18
43698,Hark! The Herald Angels Sing,,,TRFMJLM12903CAF4FB,ARXJJSN1187B98CB37,Bebe Winans,['gospel'],42,1993-01-01
43698,Hark! The Herald Angels Sing,,,TRQXJHX128F92F146B,AR7BGWD1187FB59CCB,Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",67,
43698,Hark! The Herald Angels Sing,,,TRPHYQU128F93226FE,AR633SY1187B9AC3B9,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",70,2008-01-01
43698,Hark! The Herald Angels Sing,,,TRWMLJL128F4228920,ARJ47041187B98E500,Liederjan,['liedermacher'],13,
43698,Hark! The Herald Angels Sing,,,TRFZCHF128F92EF59C,ARD9UVF1187B9B17FE,Brian Wilson,"['baroque pop', 'sunshine pop']",37,
43698,Hark! The Herald Angels Sing,,,TRYFMYN128F426708C,ARKSZW81187B9B695D,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",77,1994-10-28
20064,I Feel The Earth Move,['Mandy Moore'],2003,TRKFUHZ128F425BADD,AR35K8C1187B98F4AF,Mandy Moore,"['dance pop', 'neo mellow', 'post-teen pop']",61,2003
20064,I Feel The Earth Move,,,TRFYGQY128F426A3DC,AR1OBVS1187B9B0A97,Martika,"['minneapolis sound', 'new romantic', 'new wave pop']",43,
20064,I Feel The Earth Move,,,TRLNKJZ12903CDAEC3,ARLPOTR1187B9AD78D,Carole King,"['brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",59,1975
32685,Sunday Morning,"['The Velvet Underground', 'Nico']",1967-03-12,TRNUOIL128EF349911,AR93MBL1187B989169,Spanky & Our Gang,['sunshine pop'],28,2005-01-01
32685,Sunday Morning,,,TRQDOVO12903CD45E5,AR5D1U61187FB5995E,Margo Guryan,['baroque pop'],44,1968-01-01
72163,Christine,['KISS'],1977-06-30,TRLSPJD128F92FA9CD,ARML8X41187B990644,Simple Minds,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']",64,2009-01-01
72163,Christine,,,TRLFFKS12903CDCE67,ARWDRZU11F50C49720,Siouxsie And The Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",56,1980-08-01
72163,Christine,,,TRBDGTT128F1496F72,ARXCYWR1271F574481,Siouxsie And The Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",56,1980-08-01
42838,Jesus Christ,['Soundgarden'],1991-10-08,TRFGJFD128F4269C4D,ARSFARZ1187FB3C60F,Kristin Hersh,"['alternative pop', 'boston rock', 'melancholia', 'rhode island indie']",30,
42838,Jesus Christ,,,TRETBWD12903CD7357,ARSX6IX1187B9B640C,Big Star,"['alternative rock', 'baroque pop', 'beatlesque', 'jangle pop', 'melancholia', 'power pop']",42,2009-09-14
42838,Jesus Christ,,,TRVTMLQ128F93279A5,ARL1G0L1187FB4066D,Doleful Lions,[],1,2001
14513,Your Gold Teeth II,['Steely Dan'],1975-01-01,TRKLIEL128E079178C,ARQT9SA1187B9AD3C7,Steely Dan,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",64,1974-03-10
14513,Your Gold Teeth II,,,TRZWVNF128F14993AF,AR5KAA01187FB5AEB7,Herbie Hancock,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",53,1996-02-19
6392,Take Me Home Country Roads,['Daryle Singletary'],2009-06-09,TRFZTWP128F933874C,AREPWXH1187B99019B,Roch Voisine,"['chanson', 'comedie musicale', 'country quebecois', 'french pop', 'pop quebecois']",40,2009-08-10
6392,Take Me Home Country Roads,,,TRUUBCR12903CCE652,ARANIJI11F4C83EFD2,Toots & The Maytals,"['reggae', 'roots reggae', 'ska']",51,1984-07-07
9551,I Don't Wanna Grow Up,['Tom Waits'],1992,TRSICTG128F92D4679,ARERLPG1187FB3BB39,Tom Waits;Crystal Gayle,"['folk', 'singer-songwriter']",56,
9551,I Don't Wanna Grow Up,,,TRJPQSO128F422B182,AREMGDO1187FB5C4A2,Scarlett Johansson,"['hollywood', 'nyc pop']",53,2008-05-16
89387,Wheel of Fortune,['Tony MacAlpine'],1986-02-14,TRKWDGP128F934DC10,ARMNWUT1187FB3D8F9,The Cardinals,"['alternative country', 'roots rock']",37,2007-10-30
89387,Wheel of Fortune,,,TRUUDDE128F92EFB7C,ARQFFTK1187FB4C7E1,Robert Gordon,['rockabilly'],29,2014-06-09
89387,Wheel of Fortune,,,TRGAVHA12903CE926D,AROCSHI1187FB3DF5A,Kay Starr,['torch song'],46,1952-01-01
40337,Calling You,['Richard Carpenter'],1987-01-01,TRLCQRI128F92F5EE4,ARTO3L81187B9ACA8C,Jeff Buckley,"['melancholia', 'permanent wave', 'singer-songwriter']",62,1992
40337,Calling You,,,TRJUTXV128F42A2951,ARYFH2E1187FB4963E,Jevetta Steele / William Galison / Deininger Blasmusik / Darron Flagg / Bob Telson / Jearlyn Steele-Battle / Marianne Sagebrecht / Tommy Joe White,"['acoustic blues', 'electric blues', 'louisiana blues', 'swamp blues', 'swamp pop', 'swamp rock']",45,
40337,Calling You,,,TRKCVAS128F92F19B6,AREMOC71187B996C2F,Lara Fabian,['french pop'],50,2003-10-14
37149,Cock In My Pocket,['Iggy Pop'],2009-04-01,TRIWEER128F934D343,AR7SJ5I1187B9B8299,The Spades,[],5,
37149,Cock In My Pocket,,,TRSUTVL12903D097B2,AR9ZS1Q1187FB50338,Iggy & The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",48,
9879,I Can Only Give You Everything,"['Them', 'Van Morrison']",1966-01-21,TRCCGSP12903CDC426,AR9VN011187B9ADD25,The Troggs,['british invasion'],46,1967-02-10
9879,I Can Only Give You Everything,,,TRNSTHZ128F149EBAC,ARB336A1187B9A4583,MC5,"['detroit rock', 'garage rock', 'proto-metal', 'protopunk', 'punk']",34,1966
115408,Murders In The Rue Morgue (1998 Digital Remaster),"[""Paul Di'Anno""]",2001-01-01,TRRLMBH128F146F74A,ARHTAPO1187FB5AADE,Iron Maiden,"['alternative metal', 'hard rock', 'metal', 'nwobhm', 'rock']",70,
115408,Murders In The Rue Morgue (1998 Digital Remaster),,,TRJAKSW128F935A651,ARTQKVD1187B98DF8C,In Flames,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish alternative rock', 'swedish death metal', 'swedish melodeath', 'swedish metal']",61,
52930,If I'm Not In Love (Album Version),['Kathy Troccoli'],1994,TRDAWNO12903C9C71F,ARVNGA71187FB3C107,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road']",60,
52930,If I'm Not In Love (Album Version),,,TRCTRLX128F93073E4,ARH3TXI1187FB3A486,Kathy Troccoli,"['christian music', 'classic praise']",39,1994
1792,Crying In The Chapel,['The Platters'],1963-04-12,TRORHCN128E0785FA5,AR5GMAV1187FB3A8F5,Chris Clark,[],16,2005-03-07
1792,Crying In The Chapel,,,TRQZLRA128F1484CFB,ARFFQCQ1187B988D82,Rex Allen,"['cowboy western', 'western swing']",26,2011-07-01
1792,Crying In The Chapel,,,TRTWBKF12903CD96B6,AR9JSH21187FB4C028,The Orioles,"['rhythm and blues', 'vocal harmony group']",17,2008-10-27
1792,Crying In The Chapel,,,TRLCZNQ128F145BB64,AR1UBH11187FB3643A,Don McLean,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",60,1974-01-01
1792,Crying In The Chapel,,,TRZJQVL128F92F0834,AR358YS1187FB44A29,The Jordanaires,['country gospel'],52,2002-10-01
1792,Crying In The Chapel,,,TRVPEPD128F931D608,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,"['acoustic blues', 'gospel blues', 'traditional blues']",35,2019-10-18
1792,Crying In The Chapel,,,TRHWDDB12903CEB791,ARARUSD1187B9A5050,Christer Sjögren,"['classic swedish pop', 'dansband']",36,
4665,Season Of The Witch (2004 Digital Remaster),"['The Blues Brothers', 'Dr. John']",1998-01-01,TRWYGUN128F4294892,ARQ2FVV1187FB4141A,Terry Reid,['british folk'],33,
4665,Season Of The Witch (2004 Digital Remaster),,,TRAZZJD128F92F36CE,AR6JY3I1187B98DAF7,J'ai toujours rêvé d'être un gangster,[],45,
4665,Season Of The Witch (2004 Digital Remaster),,,TRFWDCI128E0791BE1,ARZZXT51187FB4627E,Julie Driscoll_ Brian Auger & The Trinity,"['hammond organ', 'jazz rock']",18,2020-10-16
4665,Season Of The Witch (2004 Digital Remaster),,,TRWYZXB128F145D7FA,AR6M65W1187FB3611E,Donovan,"['british folk', 'british invasion', 'classic rock', 'folk', 'folk rock', 'glam rock', 'psychedelic folk', 'psychedelic rock', 'scottish singer-songwriter', 'singer-songwriter']",54,1984-01-14
45207,Pretty Paper,['Willie Nelson'],1979-11-06,TRIASFH128F9330A84,ARCZC791187B991DF4,Chris Isaak,['mellow gold'],62,2004-10-12
45207,Pretty Paper,,,TRXJOSO12903CCA837,ARFAN5B1187FB3A6BB,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",59,2002-10-22
1415,Suzanne,['Judy Collins'],1966,TRCAMQK128F1485B01,ARU2GS01187FB39974,Nick Cave & The Bad Seeds,"['alternative rock', 'chamber pop', 'permanent wave', 'singer-songwriter']",59,
1415,Suzanne,,,TRHCGWR128F9324534,AR8AYDW1187FB4BA8F,Denison Witmer,[],17,2003-01-01
1415,Suzanne,,,TRTRSMY128F1466FFA,ARAYMO31187FB467AB,Dianne Reeves,"['contemporary vocal jazz', 'vocal jazz']",38,1999-01-01
1415,Suzanne,,,TRBLXAV128F92C2AD9,AR2UWUD1187B9B3B01,Nina Simone,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",66,1969
1415,Suzanne,,,TRMMCZF128F9339016,ARTQ8QP1187FB3D220,Leonard Cohen,"['canadian singer-songwriter', 'melancholia', 'permanent wave', 'singer-songwriter']",61,1967-12-27
1415,Suzanne,,,TRIOFRQ128F427E0F1,ARMG9NK1187B99155A,Fairport Convention,"['british folk', 'folk']",39,1968-06-01
1415,Suzanne,,,TRHAZEF12903CCB953,ARM900S1187FB5A3F7,Micah P. Hinson,['alternative country'],38,
1415,Suzanne,,,TROBDGE128F147128E,ARPGQ9A1187FB4D0AD,Noel Harrison,['classic uk pop'],23,1967
1415,Suzanne,,,TRIZUPE128F4291EBD,ARNHJ771187B9AAA5A,Bridget St John,"['british folk', 'psychedelic folk']",28,1969-01-01
1415,Suzanne,,,TRIMFJB128F4255E0E,AR8X2981187B98FAAE,Parasites,"['orgcore', 'power-pop punk']",10,1999
19454,Lyin' Ass Bitch,['Fishbone'],1985,TRVBLHI128F42659A3,AR88ALP1187FB3669B,Fishbone,"['funk metal', 'funk rock', 'ska', 'ska punk']",34,1985
19454,Lyin' Ass Bitch,,,TRISQGE128F4221795,ARZJ4MI1187B9AF5AF,Reel Big Fish,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",49,2007-03-04
27460,Let's Have A War,['A Perfect Circle'],2004-01-01,TREUREL128F4267DCF,ARVDO8G1187B99F43E,A Perfect Circle,"['alternative metal', 'alternative rock', 'nu metal', 'rock', 'supergroup']",59,2004-01-01
27460,Let's Have A War,,,TRWWFLK128F423772C,AR3KFM11187FB51278,the Fear and the Yearning,"['alternative metal', 'alternative rock', 'nu metal', 'rock', 'supergroup']",59,
39104,Creepin',"['Norah Jones', 'Dolly Parton']",2004-01-01,TRVQYOZ128F14A2D28,AR7FZ7W1187B9A5D13,Bob James,"['jazz funk', 'jazz piano', 'smooth jazz']",43,2003-01-01
39104,Creepin',,,TRMJAKZ12903CEA204,ARZPDAD1187B98D940,Fattburger,['smooth jazz'],35,2005-06-20
39104,Creepin',,,TRFPAPF128F42AC265,ARD5VN51187B9B8D29,Jamie Foxx,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",66,2005-09-01
39104,Creepin',,,TRDXQBF128F92D95F8,ARFOMBD1187FB4CD21,NNENNA FREELON,"['contemporary vocal jazz', 'vocal jazz']",26,
39104,Creepin',,,TRCVTFI128F4288FAB,AR642CN1187FB3B3C6,Cluster,"['berlin school', 'krautrock']",33,2010-01-10
39104,Creepin',,,TRISAWT12903CAEB12,ARIC3EM1187B9A3712,Kenny Rankin,['audiophile vocal'],32,
2713,Turn Me Loose (1997 Digital Remaster),['Fabian'],1959-12-03,TRZWAPO128F4297C3F,AR7DO6G1187FB41056,Adam Faith,"['british invasion', 'rock-and-roll']",31,1960-01-01
2713,Turn Me Loose (1997 Digital Remaster),,,TRNTTJQ12903CBA6D6,ARIQD5J1187B98D8DC,Fabian,"['bass trap', 'danish electronic', 'electronic trap', 'traprun']",44,1959-12-03
2713,Turn Me Loose (1997 Digital Remaster),,,TRNYDBY128F4278356,AR8JFKQ1187FB3EF24,David Essex,['glam rock'],36,1973
2247,Iron Maiden,['Iron Maiden'],1980-04-14,TRPLRHD128F92CE226,ARJBWQI1187B9B17D1,Trivium,"['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal', 'post-grunge']",58,2008-09-24
