Song ID,Song,Original Artist,Original Year,Track ID,Artist ID,Artist Name,Cover Genre,Popularity,Cover Date,Cover Genre Simplified
53471,On the Outside,No Use For A Name,1997,TRFUNRS128F9346BF4,AR51X3T1187B99417E,Tony Sly,"['acoustic rock', 'skate punk']",28,2004,"{'rock', 'punk'}"
9516,Something You Got (LP Version),,0,TRUJLOV128F423F56A,ARNIYM61187FB4F85B,Bobby Womack,"['classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']",55,1975,"{'funk', 'soul'}"
9516,Something You Got (LP Version),,0,TRKDPUK128F1477B98,AR3UELK1187B9A8241,Chris Kenner,"['louisiana blues', 'new orleans blues', 'new orleans soul', 'rhythm and blues']",20,2005,"{'soul', 'blues'}"
19243,No Values,Black Flag,1983,TRDDCFC128F42684BD,AR5JCN31187B98C79B,Black Velvet Flag,,2,1995,[]
43698,Hark! The Herald Angels Sing,Frank Sinatra,1957,TRFDBUS128F4271916,ARWENA51187B9A6A3E,Charlotte Church,['operatic pop'],35,2001,{'pop'}
43698,Hark! The Herald Angels Sing,Frank Sinatra,1957,TRNSSDQ128F42BAF2F,ARZ9HDR1187B99736C,Mary Mary,"['gospel', 'gospel r&b']",50,0,"{'gospel', 'r&b'}"
43698,Hark! The Herald Angels Sing,Frank Sinatra,1957,TRNKERK128F9300ACB,ARANS3K1187B9B4FEA,Dustin Kensrue,['christian uplift'],30,2008,{'other'}
43698,Hark! The Herald Angels Sing,Frank Sinatra,1957,TRFMJLM12903CAF4FB,ARXJJSN1187B98CB37,Bebe Winans,['gospel'],42,1993,{'gospel'}
43698,Hark! The Herald Angels Sing,Frank Sinatra,1957,TRWMLJL128F4228920,ARJ47041187B98E500,Liederjan,['liedermacher'],13,0,{'other'}
20064,I Feel The Earth Move,,0,TRFYGQY128F426A3DC,AR1OBVS1187B9B0A97,Martika,"['minneapolis sound', 'new romantic', 'new wave pop']",43,0,{'pop'}
32685,Sunday Morning,,0,TRQDOVO12903CD45E5,AR5D1U61187FB5995E,Margo Guryan,['baroque pop'],44,1968,{'pop'}
72163,Christine,,0,TRLFFKS12903CDCE67,ARWDRZU11F50C49720,Siouxsie And The Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",56,1980,"{'pop', 'rock', 'punk'}"
72163,Christine,,0,TRBDGTT128F1496F72,ARXCYWR1271F574481,Siouxsie And The Banshees,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']",56,1980,"{'pop', 'rock', 'punk'}"
42838,Jesus Christ,,0,TRVTMLQ128F93279A5,ARL1G0L1187FB4066D,Doleful Lions,,1,2001,[]
6392,Take Me Home Country Roads,Daryle Singletary,2009,TRFZTWP128F933874C,AREPWXH1187B99019B,Roch Voisine,"['chanson', 'comedie musicale', 'country quebecois', 'french pop', 'pop quebecois']",40,2009,"{'pop', 'country'}"
9551,I Don't Wanna Grow Up,Tom Waits,1992,TRSICTG128F92D4679,ARERLPG1187FB3BB39,Tom Waits;Crystal Gayle,"['folk', 'singer-songwriter']",56,0,"{'folk', 'singer-songwriter'}"
9551,I Don't Wanna Grow Up,Tom Waits,1992,TRJPQSO128F422B182,AREMGDO1187FB5C4A2,Scarlett Johansson,"['hollywood', 'nyc pop']",53,2008,"{'pop', 'hollywood'}"
89387,Wheel of Fortune,Tony MacAlpine,1986,TRKWDGP128F934DC10,ARMNWUT1187FB3D8F9,The Cardinals,"['alternative country', 'roots rock']",37,2007,"{'country', 'rock'}"
89387,Wheel of Fortune,Tony MacAlpine,1986,TRUUDDE128F92EFB7C,ARQFFTK1187FB4C7E1,Robert Gordon,['rockabilly'],29,2014,{'rock'}
40337,Calling You,,0,TRJUTXV128F42A2951,ARYFH2E1187FB4963E,Jevetta Steele / William Galison / Deininger Blasmusik / Darron Flagg / Bob Telson / Jearlyn Steele-Battle / Marianne Sagebrecht / Tommy Joe White,"['acoustic blues', 'electric blues', 'louisiana blues', 'swamp blues', 'swamp pop', 'swamp rock']",45,0,"{'pop', 'rock', 'blues'}"
37149,Cock In My Pocket,Iggy Pop,2009,TRIWEER128F934D343,AR7SJ5I1187B9B8299,The Spades,,5,0,[]
37149,Cock In My Pocket,Iggy Pop,2009,TRSUTVL12903D097B2,AR9ZS1Q1187FB50338,Iggy & The Stooges,"['alternative rock', 'detroit rock', 'permanent wave', 'protopunk', 'punk']",48,0,"{'rock', 'punk'}"
52930,If I'm Not In Love (Album Version),Kathy Troccoli,1994,TRDAWNO12903C9C71F,ARVNGA71187FB3C107,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road']",60,0,{'country'}
1792,Crying In The Chapel,The Platters,1963,TRORHCN128E0785FA5,AR5GMAV1187FB3A8F5,Chris Clark,,16,2005,[]
1792,Crying In The Chapel,The Platters,1963,TRQZLRA128F1484CFB,ARFFQCQ1187B988D82,Rex Allen,"['cowboy western', 'western swing']",26,2011,{'other'}
1792,Crying In The Chapel,The Platters,1963,TRTWBKF12903CD96B6,AR9JSH21187FB4C028,The Orioles,"['rhythm and blues', 'vocal harmony group']",17,2008,{'blues'}
1792,Crying In The Chapel,The Platters,1963,TRZJQVL128F92F0834,AR358YS1187FB44A29,The Jordanaires,['country gospel'],52,2002,"{'gospel', 'country'}"
1792,Crying In The Chapel,The Platters,1963,TRVPEPD128F931D608,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,"['acoustic blues', 'gospel blues', 'traditional blues']",35,2019,"{'gospel', 'blues'}"
1792,Crying In The Chapel,The Platters,1963,TRHWDDB12903CEB791,ARARUSD1187B9A5050,Christer Sjögren,"['classic swedish pop', 'dansband']",36,0,{'pop'}
4665,Season Of The Witch (2004 Digital Remaster),,0,TRAZZJD128F92F36CE,AR6JY3I1187B98DAF7,J'ai toujours rêvé d'être un gangster,,45,0,[]
4665,Season Of The Witch (2004 Digital Remaster),,0,TRFWDCI128E0791BE1,ARZZXT51187FB4627E,Julie Driscoll_ Brian Auger & The Trinity,"['hammond organ', 'jazz rock']",18,2020,"{'rock', 'jazz'}"
1415,Suzanne,,0,TRHCGWR128F9324534,AR8AYDW1187FB4BA8F,Denison Witmer,,17,2003,[]
1415,Suzanne,,0,TRTRSMY128F1466FFA,ARAYMO31187FB467AB,Dianne Reeves,"['contemporary vocal jazz', 'vocal jazz']",38,1999,{'jazz'}
1415,Suzanne,,0,TRHAZEF12903CCB953,ARM900S1187FB5A3F7,Micah P. Hinson,['alternative country'],38,0,{'country'}
1415,Suzanne,,0,TROBDGE128F147128E,ARPGQ9A1187FB4D0AD,Noel Harrison,['classic uk pop'],23,1967,{'pop'}
1415,Suzanne,,0,TRIZUPE128F4291EBD,ARNHJ771187B9AAA5A,Bridget St John,"['british folk', 'psychedelic folk']",28,1969,"{'british', 'folk'}"
1415,Suzanne,,0,TRIMFJB128F4255E0E,AR8X2981187B98FAAE,Parasites,"['orgcore', 'power-pop punk']",10,1999,"{'pop', 'punk'}"
27460,Let's Have A War,,0,TRWWFLK128F423772C,AR3KFM11187FB51278,the Fear and the Yearning,"['alternative metal', 'alternative rock', 'nu metal', 'rock', 'supergroup']",59,0,"{'rock', 'metal'}"
39104,Creepin',Norah Jones,2004,TRVQYOZ128F14A2D28,AR7FZ7W1187B9A5D13,Bob James,"['jazz funk', 'jazz piano', 'smooth jazz']",43,2003,"{'funk', 'jazz'}"
39104,Creepin',Norah Jones,2004,TRMJAKZ12903CEA204,ARZPDAD1187B98D940,Fattburger,['smooth jazz'],35,2005,{'jazz'}
39104,Creepin',Norah Jones,2004,TRFPAPF128F42AC265,ARD5VN51187B9B8D29,Jamie Foxx,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",66,2005,"{'rap', 'pop', 'hip hop', 'r&b'}"
39104,Creepin',Norah Jones,2004,TRDXQBF128F92D95F8,ARFOMBD1187FB4CD21,NNENNA FREELON,"['contemporary vocal jazz', 'vocal jazz']",26,0,{'jazz'}
39104,Creepin',Norah Jones,2004,TRCVTFI128F4288FAB,AR642CN1187FB3B3C6,Cluster,"['berlin school', 'krautrock']",33,2010,{'rock'}
39104,Creepin',Norah Jones,2004,TRISAWT12903CAEB12,ARIC3EM1187B9A3712,Kenny Rankin,['audiophile vocal'],32,0,{'other'}
2713,Turn Me Loose (1997 Digital Remaster),Fabian,1959,TRZWAPO128F4297C3F,AR7DO6G1187FB41056,Adam Faith,"['british invasion', 'rock-and-roll']",31,1960,"{'rock', 'british'}"
2713,Turn Me Loose (1997 Digital Remaster),Fabian,1959,TRNYDBY128F4278356,AR8JFKQ1187FB3EF24,David Essex,['glam rock'],36,1973,{'rock'}
2247,Iron Maiden,Iron Maiden,1980,TRPLRHD128F92CE226,ARJBWQI1187B9B17D1,Trivium,"['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal', 'post-grunge']",58,2008,{'metal'}
2247,Iron Maiden,Iron Maiden,1980,TROSGHV128F4257D4D,ARM9RJ51187B9B10DA,Tankard,"['german metal', 'german thrash metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",32,0,{'metal'}
83881,I've Grown Accustomed To Her Face,Bud Shank,1958,TREKLYZ128F92F6074,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,"['easy listening', 'lounge']",52,0,{'easy listening'}
83881,I've Grown Accustomed To Her Face,Bud Shank,1958,TRCZIQW12903CD923F,ARKETDZ1187B9B2566,Marlene Dietrich,"['cabaret', 'torch song', 'vintage hollywood', 'vintage schlager']",33,0,{'hollywood'}
83881,I've Grown Accustomed To Her Face,Bud Shank,1958,TRVICVE128F933BA79,ARAFPO71187B9BA100,Cassandra Wilson,"['contemporary vocal jazz', 'vocal jazz']",35,0,{'jazz'}
2762,The Dark End Of The Street,,0,TRMPUOZ128F422ADAD,ARMRP5A1187B9A73F1,Peter Green Splinter Group,['british blues'],25,0,"{'blues', 'british'}"
21233,You Spin Me Round (Like A Record),,0,TRRDHGP128F426557F,ARTM7BI1187B98AD9A,Dope,,58,1999,[]
21233,You Spin Me Round (Like A Record),,0,TRQYALS128F4271349,ARF7QRV1187B99C749,Gemini Five,"['sleaze rock', 'swedish hard rock']",17,2000,{'rock'}
21233,You Spin Me Round (Like A Record),,0,TRCWLPW128F426987C,ARLKF6O1187FB3659C,Thea Gilmore,['ectofolk'],25,0,{'folk'}
12287,Once In A Lifetime ( LP Version ),,0,TRKHAXP128F4259347,AR9L0H31187B98C7CE,Blenderhead,"['christian hardcore', 'christian punk']",3,1995,{'punk'}
68052,Military Madness,Graham Nash,1971,TRCMEIY128F9336E8E,ARZOLYS12086C12DE6,Obits,,12,2009,[]
68052,Military Madness,Graham Nash,1971,TRCMHSS128F4274D5F,ARFAC0T1187B98C410,Crosby_ Stills & Nash,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",56,0,"{'country', 'rock', 'folk'}"
662,A Hard Day's Night (LP Version),,0,TRBXLOI128EF344591,ARXGNJV1187B9B8962,Barkays,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'p funk', 'popping', 'post-disco', 'soul', 'southern soul']",40,0,"{'disco', 'pop', 'motown', 'funk', 'soul'}"
662,A Hard Day's Night (LP Version),,0,TRQWNRO128F428B551,AR9H9DL1187B9B9691,Peter Sellers,"['british comedy', 'music hall']",22,1990,{'british'}
40112,Milestones,,0,TRYOABR128F1495B40,ARY29Z81187B9B38FB,Elek Bacsik,['jazz guitar'],3,0,{'jazz'}
731,All By Myself (Album Version),Eric Carmen,1975,TRJQNUY128EF367651,AR4SBWX1187FB4D6BE,Babes In Toyland,"['grunge', 'minneapolis punk', 'riot grrrl']",34,2018,{'punk'}
731,All By Myself (Album Version),Eric Carmen,1975,TREQCUX128F1459CE5,ARBZX3K1187FB3F5FC,Jamie O'Neal,['country dawn'],34,2001,{'country'}
731,All By Myself (Album Version),Eric Carmen,1975,TRECJKD128F42774E0,ARXZIHJ1187B9A4ED9,Ray Conniff;Billy Butterfield,['easy listening'],54,0,{'easy listening'}
731,All By Myself (Album Version),Eric Carmen,1975,TRWWNHH128F425628A,AR8LA5Y1187B98D9E2,Eddie Fisher,"['adult standards', 'easy listening']",30,1954,"{'adult standards', 'easy listening'}"
731,All By Myself (Album Version),Eric Carmen,1975,TRBULYV128F9320619,ARFEZRN1187FB3E182,Stanley Turrentine,"['jazz saxophone', 'soul jazz']",39,1976,"{'soul', 'jazz'}"
116230,Breaking The Girl,Anna Nalick,2008,TRZPZCV128F1453CAC,AR83T1H1187B99FA5F,Turin Brakes,"['britpop', 'melancholia']",36,2005,{'pop'}
403,Don't Speak (Album Version),,0,TRVVLWJ128EF343393,AR0U2WK1187B9B3D94,Anna Maria Jopek,"['classic polish pop', 'polish jazz']",34,0,"{'pop', 'jazz'}"
403,Don't Speak (Album Version),,0,TRPQGHL128F933A453,AR3MVZ31187FB573C4,Danni Carlos,,40,0,[]
4689,Love Is Here To Stay,,0,TRIASBZ128F428D594,ARGTB581187B988D42,Clare Teal,"['audiophile vocal', 'contemporary vocal jazz']",22,2001,{'jazz'}
4689,Love Is Here To Stay,,0,TRFFGHD128F92FE8A7,ARXUG3L1187B9A8DBC,Earl Klugh,"['jazz guitar', 'smooth jazz']",45,0,{'jazz'}
4689,Love Is Here To Stay,,0,TRTZISD128F14883B6,ARHAS6X1187B9901C6,Patrice DiPasquale_ Frederic Chopin,"['classical piano', 'french classical piano']",46,0,{'classical'}
4689,Love Is Here To Stay,,0,TRGOPZB128F42634D8,ARXOB9P1187B99101A,Steve Tyrell,,45,2001,[]
62158,Dress Rehearsal Rag (Remastered Album Version),Judy Collins,1966,TRCYCRI128F1471298,ARPGQ9A1187FB4D0AD,Noel Harrison,['classic uk pop'],23,1968,{'pop'}
14669,Take The Skinheads Bowling (feat. Victor Krummenacher_ Cris Pedersen_ Jonathan Segal_ Graham Connah_ Walter Malli),Skandalous All-Stars,1998,TRIHLWK128F426B8F1,AR7ZRPS1187B9B5D7F,Eugene Chadbourne / Andrea Centazzo,,0,0,[]
14669,Take The Skinheads Bowling (feat. Victor Krummenacher_ Cris Pedersen_ Jonathan Segal_ Graham Connah_ Walter Malli),Skandalous All-Stars,1998,TRBYIZN128E0794E79,AR12UD81187B98CB39,Camper Van Beethoven,"['alternative rock', 'jangle pop']",30,2005,"{'pop', 'rock'}"
60051,Oblivious (song for Galaxy 500 tribute),Aztec Camera,1983,TRRCQCO128F42B2051,ARD914N1187FB56BDD,Hefner,"['indie fuzzpop', 'twee pop']",16,2001,"{'indie', 'pop'}"
109691,Slow Like Honey,,0,TRGMCJU128F92ECA10,ARCNW7U1187FB3B219,Jane Monheit,"['contemporary vocal jazz', 'vocal jazz']",40,2008,{'jazz'}
39117,A Kiss To Build A Dream On,Louis Armstrong,1952,TRNUJFN128F42785C9,ARWQEZJ1187FB3ADA9,Tony Bennett & k.d. lang,"['canadian country', 'canadian pop', 'canadian singer-songwriter', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'queer country', 'singer-songwriter', ""women's music""]",46,0,"{'pop', 'country', 'folk', 'singer-songwriter'}"
39117,A Kiss To Build A Dream On,Louis Armstrong,1952,TRPHZVM128F930C859,AR4JY8V1187B98A62F,Ann Hampton Callaway,['contemporary vocal jazz'],34,2002,{'jazz'}
39117,A Kiss To Build A Dream On,Louis Armstrong,1952,TRIVGUV12903CC44F6,ARXOB9P1187B99101A,Steve Tyrell,,45,0,[]
19578,Shining Star,,0,TRZYBVJ128E0782DB1,ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,['rap rock'],44,1999,"{'rap', 'rock'}"
4156,Can't Get Used To Losing You,Andy Williams,1962,TRLQVYP128F933093A,AR20RMZ1187B9B2994,Renegade Soundwave,"['big beat', 'grebo']",20,0,{'other'}
1223,Jealous Guy,,0,TRYPFBH128F146EF5E,ARFONB81187B994D01,Gavin DeGraw,"['neo mellow', 'pop rock']",58,0,"{'pop', 'rock'}"
1223,Jealous Guy,,0,TRFSGBU128F428E155,AR2F1JC1187FB4EFB0,Luna,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",67,0,"{'rap', 'reggae'}"
1223,Jealous Guy,,0,TRUWLEA128F428C878,ARJWNUT1187B9907B5,Youssou N'Dour,"['afropop', 'mbalax', 'world']",49,2007,{'pop'}
103288,Hell Is For Children,Pat Benatar,1980,TRIHLRK128F9358782,ARR057Y1187B9A16E7,Children Of Bodom,"['finnish death metal', 'finnish melodeath', 'groove metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'speed metal']",53,2009,{'metal'}
103288,Hell Is For Children,Pat Benatar,1980,TRAKTZP128F427DB55,AR0TGZI1187B992539,Seven Witches,['neo-trad metal'],6,2006,{'metal'}
33056,Barrytown,,0,TRQZQCQ12903C9AA47,ARBAN8S1187FB4D22F,Ben Folds Five,"['permanent wave', 'piano rock', 'pop rock']",42,0,"{'pop', 'rock'}"
1182,Machine Gun,,0,TRKSKCH128F92F3858,AR7PPJV1187FB397CC,James Taylor Quartet,"['acid jazz', 'brit funk', 'medway sound']",29,2007,"{'funk', 'jazz'}"
38355,I have always been here before,,0,TRVCJSF128F1486EE4,ARIYD341187B98CF7C,Julian Cope,"['melancholia', 'solo wave', 'uk post-punk']",31,0,{'punk'}
23735,At The Hop,XTC,1979,TRWMTGE128F932E125,AR1F5321187B9A3EBF,Danny And The Juniors,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",38,1983,"{'doo-wop', 'rock', 'blues'}"
23735,At The Hop,XTC,1979,TRYHNQC12903CAC00B,ARCBVD51187FB52E1D,Sha Na Na,,42,2006,[]
37581,Cloudy,,0,TRPWXSD128F426E950,ARVOZJQ1187FB5A2F8,The Cyrkle,"['classic garage rock', 'sunshine pop']",32,1991,"{'pop', 'rock'}"
75234,So Long (Originally Performed by Abba),Charmian Carr,1965,TRBFMIU12903CB8536,AR00A6H1187FB5402A,The Meatmen,['hardcore punk'],18,0,{'punk'}
75234,So Long (Originally Performed by Abba),Charmian Carr,1965,TRAWTGT128F146ECF1,ART50HO1187FB4D0ED,Abba,"['europop', 'swedish pop']",77,2022,{'pop'}
32322,New York State Of Mind,,0,TRWRNUH128F92D1663,AR14LJF1187FB38AD6,Eric Marienthal,"['smooth jazz', 'smooth saxophone']",38,2005,{'jazz'}
32322,New York State Of Mind,,0,TRRDPUY128F1463693,ARQAHR31187FB3FDD0,Oleta Adams,,48,1993,[]
32322,New York State Of Mind,,0,TRENGNK128F426199E,ARGJ1ZL1187FB3FC38,Barbra Streisand;Yves Montand,"['adult standards', 'operatic pop', 'soft rock']",61,0,"{'adult standards', 'pop', 'rock'}"
20911,No Matter What,Badfinger,1970,TRSVLHR12903CBCBDF,ARPC1EC1187B99CEA0,Smokie,"['gospel', 'gospel r&b']",42,2001,"{'gospel', 'r&b'}"
20911,No Matter What,Badfinger,1970,TRKCPSP128E0793234,ARCQ0AA1187B9AE55A,Boyzone,['boy band'],55,1998,{'boy band'}
20911,No Matter What,Badfinger,1970,TRWMIAI128F92EB21D,ARL7YU61187B9B85D7,G4 feat. Sir Cliff Richard,,39,0,[]
103112,Easy Money (LP Version),,0,TRKIMOT128F4233375,ARNEYLP1187FB374F6,Lowell George,"['country rock', 'roots rock', 'singer-songwriter', 'southern rock']",26,1979,"{'country', 'rock', 'singer-songwriter'}"
88152,Catch The Sun,Doves,2000,TRDYAHD128E0798912,ARC1IHZ1187FB4E920,Jamie Cullum,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']",54,2005,"{'pop', 'jazz'}"
18478,Beautiful World,DEVO,1981,TRWPFIX128F42733F6,ARCE0H01187B9AF741,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",68,2000,"{'metal', 'rap', 'rock', 'funk', 'hip hop'}"
